account_id,plan,mrr,payment_method,churned
4257-GAESD,Month-to-month,45.0,Credit card (automatic),No
5173-WXOQV,Month-to-month,64.2,Mailed check,No
2040-OBMLJ,One year,81.7,Credit card (automatic),No
6286-ZHAOK,Month-to-month,25.55,Bank transfer (automatic),No
3807-XHCJH,Month-to-month,20.0,Electronic check,No
5671-RQRLP,Two year,75.65,Credit card (automatic),No
8859-AXJZP,Two year,23.8,Mailed check,No
3174-AKMAS,Two year,64.2,Credit card (automatic),No
9926-PJHDQ,Two year,76.8,Bank transfer (automatic),No
7382-DFJTU,Month-to-month,55.2,Credit card (automatic),No
2798-NYLMZ,Two year,108.55,Credit card (automatic),No
8098-TDCBU,Two year,25.25,Electronic check,No
3551-GAEGL,One year,30.4,Bank transfer (automatic),No
4785-NKHCX,Month-to-month,20.05,Bank transfer (automatic),No
3196-NVXLZ,Month-to-month,84.6,Mailed check,No
0036-IHMOT,One year,103.7,Bank transfer (automatic),No
4178-EGMON,Two year,88.0,Credit card (automatic),No
4220-TINQT,Month-to-month,106.35,Electronic check,No
5318-YKDPV,Two year,79.15,Credit card (automatic),No
7975-TZMLR,One year,103.1,Electronic check,No
0295-QVKPB,Month-to-month,63.95,Credit card (automatic),No
4335-BSMJS,Two year,25.8,Credit card (automatic),No
9146-JRIOX,Month-to-month,25.55,Mailed check,No
5337-IIWKZ,Month-to-month,44.85,Electronic check,No
9650-VBUOG,Two year,25.05,Credit card (automatic),No
3487-EARAT,One year,74.1,Credit card (automatic),No
2672-TGEFF,Month-to-month,88.8,Electronic check,No
4250-WAROZ,Month-to-month,93.25,Electronic check,No
8184-WMOFI,One year,71.4,Credit card (automatic),No
6092-QZVPP,Month-to-month,79.2,Credit card (automatic),No
4625-LAMOB,Two year,20.4,Credit card (automatic),No
0392-BZIUW,Two year,105.0,Credit card (automatic),No
6549-NNDYT,Month-to-month,30.85,Bank transfer (automatic),No
0422-OHQHQ,One year,20.55,Mailed check,No
6916-HIJSE,Two year,84.85,Bank transfer (automatic),No
2316-ESMLS,One year,33.15,Credit card (automatic),No
9778-OGKQZ,Two year,92.0,Credit card (automatic),No
7408-OFWXJ,Two year,89.8,Credit card (automatic),No
6007-TCTST,Two year,115.8,Bank transfer (automatic),No
2252-NKNSI,Two year,85.15,Mailed check,No
8713-IGZSO,Month-to-month,24.85,Mailed check,No
7905-TVXTA,Month-to-month,64.35,Electronic check,No
7695-PKLCZ,Two year,20.5,Credit card (automatic),No
8374-UULRV,Two year,86.05,Credit card (automatic),No
3224-DFQNQ,One year,89.0,Electronic check,No
5275-PMFUT,Two year,64.8,Credit card (automatic),No
4795-UXVCJ,One year,19.8,Credit card (automatic),No
9777-IQHWP,Two year,93.4,Bank transfer (automatic),No
0979-MOZQI,Two year,39.0,Bank transfer (automatic),No
2732-ISEZX,Month-to-month,20.5,Mailed check,No
0323-XWWTN,Two year,26.4,Mailed check,No
1937-OTUKY,Two year,98.2,Bank transfer (automatic),No
1573-LGXBA,One year,97.55,Credit card (automatic),No
1764-VUUMT,Two year,19.95,Credit card (automatic),No
4713-ZBURT,Two year,99.7,Bank transfer (automatic),No
3050-GBUSH,Month-to-month,34.8,Credit card (automatic),No
7876-AEHIG,One year,60.15,Bank transfer (automatic),No
7945-HLKEA,One year,64.75,Electronic check,No
9342-VNIMQ,Month-to-month,54.65,Bank transfer (automatic),No
3523-BRGUW,One year,19.3,Credit card (automatic),No
3199-NPKCN,One year,111.25,Electronic check,No
5170-PTRKA,One year,35.8,Credit card (automatic),No
4661-NJEUX,Month-to-month,20.05,Mailed check,No
2123-AGEEN,Month-to-month,84.35,Electronic check,No
1258-YMZNM,One year,110.5,Bank transfer (automatic),No
0048-LUMLS,One year,91.2,Credit card (automatic),No
5898-IGSLP,Month-to-month,89.3,Electronic check,No
6259-WJQLC,Month-to-month,81.1,Credit card (automatic),No
7997-EASSD,One year,81.2,Credit card (automatic),No
0730-KOAVE,Month-to-month,94.3,Credit card (automatic),No
8975-SKGRX,Two year,116.1,Bank transfer (automatic),No
0678-RLHVP,Two year,105.55,Electronic check,No
2267-FPIMA,Month-to-month,94.4,Credit card (automatic),No
1051-GEJLJ,Month-to-month,19.5,Mailed check,No
5285-MVEHD,One year,105.6,Credit card (automatic),No
0379-DJQHR,Two year,81.35,Credit card (automatic),No
5543-QDCRY,Month-to-month,56.4,Electronic check,No
0297-RBCSG,One year,65.35,Bank transfer (automatic),No
4694-PHWFW,Month-to-month,19.95,Mailed check,No
0835-JKADZ,Two year,111.25,Electronic check,No
7508-SMHXL,Month-to-month,89.0,Credit card (automatic),No
3865-YIOTT,One year,106.1,Bank transfer (automatic),No
5993-BQHEA,One year,20.05,Credit card (automatic),No
6024-RUGGH,Two year,25.2,Bank transfer (automatic),No
3956-CJUST,Month-to-month,75.4,Bank transfer (automatic),No
4079-WWQQQ,Two year,65.55,Bank transfer (automatic),No
6103-BOCOU,Month-to-month,80.7,Electronic check,No
5149-TGWDZ,One year,104.55,Mailed check,No
7471-WNSUF,One year,24.15,Bank transfer (automatic),No
8942-DBMHZ,Month-to-month,20.45,Mailed check,No
4301-VVZKA,Month-to-month,75.4,Electronic check,No
9199-PWQVC,One year,79.7,Credit card (automatic),No
4824-GUCBY,Month-to-month,81.7,Electronic check,No
5393-HJZSM,Month-to-month,76.3,Bank transfer (automatic),No
0862-PRCBS,Two year,103.75,Credit card (automatic),No
8812-ZRHFP,One year,86.45,Electronic check,No
5146-CBVOE,Month-to-month,75.1,Bank transfer (automatic),No
0454-OKRCT,Two year,80.6,Bank transfer (automatic),No
5787-KXGIY,Two year,19.3,Credit card (automatic),No
4198-VFOEA,One year,33.6,Mailed check,No
6630-UJZMY,Month-to-month,83.25,Electronic check,No
5709-LVOEQ,Two year,80.85,Mailed check,No
2692-AQCPF,One year,108.05,Credit card (automatic),No
0347-UBKUZ,Month-to-month,19.9,Mailed check,No
0835-DUUIQ,One year,21.05,Bank transfer (automatic),No
0811-GSDTP,Month-to-month,30.15,Electronic check,No
7567-ECMCM,Month-to-month,79.85,Credit card (automatic),No
6115-ZTBFQ,Two year,65.5,Bank transfer (automatic),No
6353-BRMMA,Month-to-month,104.1,Bank transfer (automatic),No
6231-WFGFH,Month-to-month,20.5,Mailed check,No
9904-EHEVJ,Month-to-month,91.35,Mailed check,No
6169-PPETC,Two year,20.5,Bank transfer (automatic),No
8584-KMVXD,Month-to-month,75.6,Electronic check,No
8467-WYNSR,Month-to-month,55.1,Mailed check,No
0851-DFJKB,Month-to-month,58.95,Electronic check,No
5382-SOYZL,Month-to-month,95.1,Electronic check,No
3261-CQXOL,Two year,25.45,Bank transfer (automatic),No
8388-FYNPZ,Month-to-month,56.75,Electronic check,No
4002-BQWPQ,Month-to-month,81.75,Bank transfer (automatic),No
5651-YLPRD,Month-to-month,86.1,Electronic check,No
2826-DXLQO,Month-to-month,29.8,Bank transfer (automatic),No
4378-BZYFP,One year,20.5,Mailed check,No
9489-UTFKA,Month-to-month,60.9,Bank transfer (automatic),No
4849-PYRLQ,Two year,73.25,Bank transfer (automatic),No
7764-BDPEE,Month-to-month,20.85,Mailed check,No
3429-IFLEM,Two year,77.35,Credit card (automatic),No
5002-GCQFH,Month-to-month,93.85,Bank transfer (automatic),No
0556-FJEGU,Two year,70.1,Bank transfer (automatic),No
0604-THJFP,Two year,75.95,Credit card (automatic),No
5879-SESNB,Month-to-month,75.25,Electronic check,No
6461-PPAXN,One year,54.95,Bank transfer (automatic),No
3318-ISQFQ,Month-to-month,19.5,Bank transfer (automatic),No
1106-HRLKZ,Two year,19.6,Mailed check,No
2483-XSSMZ,One year,47.85,Electronic check,No
8165-ZJRNM,Two year,23.75,Bank transfer (automatic),No
2604-XVDAM,Month-to-month,43.8,Bank transfer (automatic),No
3717-OFRTN,Month-to-month,19.75,Bank transfer (automatic),No
9046-JBFWA,Month-to-month,19.15,Mailed check,No
3280-NMUVX,One year,19.6,Credit card (automatic),No
1206-EHBDD,Two year,80.3,Bank transfer (automatic),No
8361-LBRDI,Two year,24.35,Credit card (automatic),No
4883-KCPZJ,Two year,25.25,Credit card (automatic),No
9108-EQPNQ,Two year,26.1,Credit card (automatic),No
7277-KAMWT,Two year,20.0,Credit card (automatic),No
2545-LXYVJ,Two year,20.7,Bank transfer (automatic),No
3234-VKACU,Month-to-month,70.3,Electronic check,No
8120-JDCAM,Month-to-month,69.55,Mailed check,No
8917-FAEMR,Two year,19.85,Mailed check,No
7047-YXDMZ,Month-to-month,20.0,Mailed check,No
2858-EIMXH,One year,95.85,Credit card (automatic),No
6419-ZTTLE,One year,20.75,Electronic check,No
0929-HYQEW,Month-to-month,50.15,Mailed check,No
6614-YOLAC,Two year,58.65,Mailed check,No
7426-RHZGU,Month-to-month,95.9,Bank transfer (automatic),No
4065-JJAVA,Month-to-month,49.5,Electronic check,No
7649-SIJJF,Two year,80.1,Mailed check,No
9361-YNQWJ,One year,24.4,Bank transfer (automatic),No
3748-FVMZZ,Month-to-month,40.05,Electronic check,No
9391-TTOYH,Month-to-month,19.5,Mailed check,No
1452-XRSJV,Month-to-month,51.05,Credit card (automatic),No
3422-WJOYD,One year,54.35,Mailed check,No
8242-SOQUO,Month-to-month,84.7,Electronic check,No
7460-ITWWP,Month-to-month,86.1,Electronic check,No
7147-AYBAA,Month-to-month,70.35,Mailed check,No
7868-TMWMZ,Two year,110.0,Bank transfer (automatic),No
6732-FZUGP,One year,94.9,Credit card (automatic),No
8329-GWVPJ,Month-to-month,69.75,Bank transfer (automatic),No
1352-VHKAJ,Month-to-month,71.6,Bank transfer (automatic),No
2632-TACXW,Two year,23.65,Bank transfer (automatic),No
8146-QQKZH,Two year,81.85,Bank transfer (automatic),No
1767-CJKBA,Two year,25.1,Mailed check,No
6445-TNRXS,Two year,114.7,Bank transfer (automatic),No
4581-LNWUM,Month-to-month,49.15,Electronic check,No
4869-EPIUS,One year,80.9,Electronic check,No
1915-OAKWD,One year,19.3,Bank transfer (automatic),No
7296-PIXQY,Month-to-month,70.2,Electronic check,No
3354-OADJP,One year,54.25,Bank transfer (automatic),No
3524-WQDSG,Month-to-month,99.3,Bank transfer (automatic),No
0810-DHDBD,One year,74.0,Credit card (automatic),No
4026-SKKHW,Month-to-month,50.25,Mailed check,No
2829-HYVZP,One year,19.8,Mailed check,No
3845-JHAMY,Month-to-month,35.5,Credit card (automatic),No
7013-PSXHK,One year,80.75,Mailed check,No
3486-NPGST,One year,19.55,Mailed check,No
6100-FJZDG,One year,20.05,Bank transfer (automatic),No
4829-ZLJTK,Two year,112.4,Electronic check,No
1730-VFMWO,Month-to-month,50.2,Bank transfer (automatic),No
7143-BQIBA,Month-to-month,62.25,Bank transfer (automatic),No
3800-LYTRK,One year,55.7,Mailed check,No
9646-NMHXE,Two year,19.65,Mailed check,No
7030-NJVDP,Month-to-month,89.25,Electronic check,No
8883-GRDWQ,One year,54.0,Mailed check,No
7771-ZONAT,Two year,56.75,Bank transfer (automatic),No
2111-DWYHN,Month-to-month,21.1,Mailed check,No
4194-WHFCB,Month-to-month,96.65,Bank transfer (automatic),No
4121-AGSIN,One year,24.5,Credit card (automatic),No
9845-PEEKO,Two year,79.2,Credit card (automatic),No
0455-XFASS,Month-to-month,69.55,Electronic check,No
0301-KOBTQ,Two year,20.05,Bank transfer (automatic),No
1751-NCDLI,Month-to-month,98.85,Electronic check,No
4367-NUYAO,Two year,25.75,Mailed check,No
9170-ARBTB,One year,19.6,Credit card (automatic),No
7241-AJHFS,Month-to-month,87.65,Bank transfer (automatic),No
4546-FOKWR,Month-to-month,74.75,Credit card (automatic),No
9036-CSKBW,One year,107.45,Bank transfer (automatic),No
5832-TRLPB,One year,75.35,Bank transfer (automatic),No
8590-YFFQO,Two year,64.95,Credit card (automatic),No
8659-IOOPU,Two year,100.45,Electronic check,No
1338-CECEE,One year,68.5,Bank transfer (automatic),No
7439-DKZTW,Month-to-month,80.55,Electronic check,No
4646-QZXTF,Month-to-month,81.25,Bank transfer (automatic),No
9742-XOKTS,One year,89.55,Electronic check,No
6921-OZMFH,Month-to-month,55.7,Mailed check,No
9578-FOMUK,Month-to-month,24.8,Electronic check,No
4712-UYOOI,Month-to-month,20.0,Electronic check,No
7722-CVFXN,One year,105.2,Electronic check,No
8717-VCTXJ,One year,19.55,Mailed check,No
7363-QTBIW,Month-to-month,79.75,Electronic check,No
4159-NAAIX,Two year,97.45,Bank transfer (automatic),No
0971-QIFJK,Two year,24.25,Bank transfer (automatic),No
9397-TZSHA,Two year,24.6,Credit card (automatic),No
3391-JSQEW,Month-to-month,50.15,Mailed check,No
0343-QLUZP,Two year,39.6,Bank transfer (automatic),No
2176-LVPNX,Two year,89.85,Mailed check,No
3312-UUMZW,Month-to-month,98.85,Credit card (automatic),No
1271-UODNO,Two year,53.85,Credit card (automatic),No
8461-EFQYM,One year,24.25,Electronic check,No
6900-RBKER,Two year,89.45,Credit card (automatic),No
6891-JPYFF,Month-to-month,105.25,Credit card (automatic),No
1459-QNFQT,Two year,59.5,Bank transfer (automatic),No
1047-NNCBF,Month-to-month,70.55,Credit card (automatic),No
3696-XRIEN,One year,82.5,Credit card (automatic),No
0074-HDKDG,One year,61.6,Bank transfer (automatic),No
8791-GFXLZ,Month-to-month,49.05,Bank transfer (automatic),No
9330-DHBFL,One year,66.25,Mailed check,No
0098-BOWSO,Month-to-month,19.4,Electronic check,No
3452-ABWRL,Month-to-month,86.05,Credit card (automatic),No
5859-HZYLF,Two year,19.15,Credit card (automatic),No
3156-QLHBO,Month-to-month,19.25,Mailed check,No
2208-NQBCT,Month-to-month,81.95,Electronic check,No
1779-PWPMG,Two year,114.65,Bank transfer (automatic),No
6621-NRZAK,Two year,20.0,Credit card (automatic),No
0831-JNISG,Two year,19.8,Mailed check,No
0774-IFUVM,Month-to-month,65.15,Bank transfer (automatic),No
3082-WQRVY,One year,19.65,Mailed check,No
9553-DLCLU,Two year,88.95,Credit card (automatic),No
1641-BYBTK,Month-to-month,20.2,Mailed check,No
2460-NGXBJ,Month-to-month,75.2,Credit card (automatic),No
2446-ZKVAF,Month-to-month,56.8,Credit card (automatic),No
3522-CDKHF,Month-to-month,75.5,Bank transfer (automatic),No
1430-SFQSA,One year,35.6,Mailed check,No
0411-EZJZE,Month-to-month,60.25,Electronic check,No
8807-ARQET,Month-to-month,40.35,Electronic check,No
8992-CEUEN,Month-to-month,18.85,Electronic check,No
4320-QMLLA,Month-to-month,54.85,Mailed check,No
8777-PVYGU,One year,64.3,Mailed check,No
8292-ITGYJ,Two year,24.65,Bank transfer (automatic),No
6870-ZWMNX,Two year,76.1,Credit card (automatic),No
0621-CXBKL,Two year,18.7,Mailed check,No
5268-DSMNQ,One year,97.95,Credit card (automatic),No
5334-JLAXU,Month-to-month,94.1,Credit card (automatic),No
6242-MBHPK,Month-to-month,95.1,Electronic check,No
9359-UGBTK,One year,72.35,Bank transfer (automatic),No
4782-OSFXZ,Two year,82.7,Bank transfer (automatic),No
6479-OAUSD,One year,19.9,Credit card (automatic),No
7129-ACFOG,Month-to-month,53.8,Electronic check,No
4189-NAKJS,One year,51.55,Credit card (automatic),No
5562-BETPV,One year,19.65,Mailed check,No
1282-IHQAC,One year,44.05,Credit card (automatic),No
9127-FHJBZ,Two year,114.0,Electronic check,No
1641-RQDAY,Month-to-month,100.4,Electronic check,No
6994-ORCWG,One year,54.25,Mailed check,No
1346-UFHAX,Month-to-month,80.0,Credit card (automatic),No
2933-XEUJM,Two year,79.2,Mailed check,No
5461-QKNTN,Month-to-month,94.3,Electronic check,No
4835-YSJMR,Two year,49.8,Bank transfer (automatic),No
3164-YAXFY,Month-to-month,53.75,Electronic check,No
0887-WBJVH,One year,93.45,Electronic check,No
4660-IRIBM,Month-to-month,87.9,Mailed check,No
7670-ZBPOQ,One year,61.05,Bank transfer (automatic),No
8089-UZWLX,Two year,104.05,Bank transfer (automatic),No
0080-OROZO,One year,99.25,Electronic check,No
3916-NRPAP,Month-to-month,85.7,Credit card (automatic),No
6807-SIWJI,One year,104.85,Electronic check,No
8221-HVAYI,Two year,69.15,Credit card (automatic),No
5232-NXPAY,Two year,74.45,Mailed check,No
8967-SZQAS,Month-to-month,50.45,Electronic check,No
4468-KAZHE,Month-to-month,60.0,Electronic check,No
0455-ENTCR,Two year,85.25,Electronic check,No
8944-AILEF,Month-to-month,19.45,Credit card (automatic),No
5542-NKVRU,Two year,20.75,Bank transfer (automatic),No
7126-RBHSD,Month-to-month,78.9,Electronic check,No
5370-IIVVL,One year,104.5,Credit card (automatic),No
6789-HJBWG,Month-to-month,49.4,Electronic check,No
9087-EYCPR,Two year,25.0,Mailed check,No
6791-YBNAK,Month-to-month,25.55,Credit card (automatic),No
6077-BDPXA,Month-to-month,70.15,Electronic check,No
0013-MHZWF,Month-to-month,69.4,Credit card (automatic),No
8268-YDIXR,One year,93.15,Electronic check,No
4291-SHSBH,Month-to-month,69.55,Electronic check,No
6980-IMXXE,Two year,20.2,Bank transfer (automatic),No
0040-HALCW,Two year,20.4,Credit card (automatic),No
0784-GTUUK,One year,23.75,Credit card (automatic),No
2294-DMMUS,Month-to-month,70.45,Credit card (automatic),No
0872-JCPIB,Month-to-month,65.75,Bank transfer (automatic),No
3055-MJDSB,Month-to-month,24.6,Mailed check,No
9091-WTUUY,Two year,69.25,Mailed check,No
7115-IRDHS,Two year,24.65,Bank transfer (automatic),No
8496-DMZUK,One year,90.4,Bank transfer (automatic),No
2040-VZIKE,Month-to-month,100.85,Mailed check,No
9068-VPWQQ,Two year,75.35,Credit card (automatic),No
0178-SZBHO,Month-to-month,87.2,Electronic check,No
0384-RVBPI,Month-to-month,64.4,Credit card (automatic),No
1299-AURJA,Two year,24.7,Bank transfer (automatic),No
4525-VZCZG,One year,105.85,Electronic check,No
1543-LLLFT,One year,98.3,Mailed check,No
2788-CJQAQ,One year,19.45,Mailed check,No
0319-QZTCO,Month-to-month,58.7,Credit card (automatic),No
2120-SMPEX,Month-to-month,20.15,Mailed check,No
0096-FCPUF,Month-to-month,64.5,Mailed check,No
0668-OGMHD,Month-to-month,28.5,Electronic check,No
6507-ZJSUR,Month-to-month,90.45,Electronic check,No
9408-HRXRK,Month-to-month,105.15,Electronic check,No
5593-SUAOO,One year,83.15,Bank transfer (automatic),No
6766-HFKLA,Two year,103.2,Bank transfer (automatic),No
7617-EYGLW,Month-to-month,19.45,Electronic check,No
9220-ZNKJI,Two year,88.8,Credit card (automatic),No
2226-ICFDO,Two year,85.9,Credit card (automatic),No
0723-VSOBE,One year,34.2,Electronic check,No
5529-GIBVH,Two year,20.15,Mailed check,No
9992-UJOEL,Month-to-month,50.3,Mailed check,No
4741-WWJQZ,Month-to-month,80.15,Electronic check,No
6625-UTXEW,Month-to-month,51.25,Electronic check,No
6244-BESBM,Two year,95.2,Credit card (automatic),No
1004-NOZNR,One year,94.8,Credit card (automatic),No
1251-STYSZ,Month-to-month,80.25,Electronic check,No
2612-PHGOX,Two year,76.1,Bank transfer (automatic),No
8480-PPONV,Two year,115.55,Bank transfer (automatic),No
8780-IHCRN,Two year,24.65,Credit card (automatic),No
4598-ZADCK,One year,53.6,Electronic check,No
1257-SXUXQ,Month-to-month,19.45,Mailed check,No
9681-KYGYB,Month-to-month,88.2,Electronic check,No
7182-OVLBJ,Two year,101.15,Bank transfer (automatic),No
5095-ETBRJ,Two year,56.8,Mailed check,No
7005-CYUIL,Two year,99.4,Electronic check,No
4821-WQOYN,Two year,20.1,Credit card (automatic),No
4730-AWNAU,One year,60.7,Credit card (automatic),No
3452-FLHYD,One year,20.95,Bank transfer (automatic),No
2388-LAESQ,Two year,114.85,Bank transfer (automatic),No
9531-NSBMR,One year,19.25,Bank transfer (automatic),No
6260-ONULR,Month-to-month,62.8,Mailed check,No
4389-UEFCZ,Two year,105.5,Electronic check,No
8711-LOBKY,Two year,19.85,Mailed check,No
8985-OOPOS,One year,74.1,Credit card (automatic),No
8800-ZKRFW,Month-to-month,107.5,Electronic check,No
2616-FLVQC,Two year,19.55,Mailed check,No
9968-FFVVH,One year,68.8,Bank transfer (automatic),No
3108-PCCGG,Two year,84.45,Credit card (automatic),No
8390-FESFV,Two year,84.5,Bank transfer (automatic),No
3022-BEXHZ,Two year,111.2,Bank transfer (automatic),No
6248-TKCQV,Two year,80.6,Bank transfer (automatic),No
6729-GDNGC,Month-to-month,80.7,Bank transfer (automatic),No
6198-ZFIOJ,Month-to-month,75.6,Electronic check,No
5989-OMNJE,One year,57.6,Electronic check,No
1291-CUOCY,Two year,110.6,Credit card (automatic),No
9795-SHUHB,Two year,58.2,Credit card (automatic),No
3230-IUALN,Two year,81.0,Mailed check,No
0042-RLHYP,Two year,19.7,Bank transfer (automatic),No
4945-RVMTE,Month-to-month,59.55,Bank transfer (automatic),No
1866-NXPSP,One year,75.55,Mailed check,No
3941-XTSKM,One year,45.1,Credit card (automatic),No
1661-CZBAU,One year,70.95,Bank transfer (automatic),No
5158-RIVOP,Two year,20.9,Credit card (automatic),No
9788-YTFGE,Month-to-month,19.95,Mailed check,No
9277-JOOMO,Month-to-month,24.6,Mailed check,No
1907-YLNYW,Month-to-month,66.7,Electronic check,No
8947-YRTDV,One year,94.8,Mailed check,No
3161-ONRWK,One year,65.85,Bank transfer (automatic),No
0114-RSRRW,Month-to-month,19.95,Bank transfer (automatic),No
